Subject,University,Description
Engineering Math 2,AKTU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>KAS203</strong> paper code(s) are comprehensively covered in <strong>AKTU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=KAS203]

AKTU offers this course under the name Mathematics-ii.
<ul><li><strong>168 Video Learning Outcomes</strong> attained across<strong> 62 topics</strong> taught over <strong>40 hours</strong> of instruction.</li><li>Total duration of course: <strong>40 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,DBATU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>BTBS201</strong> paper code(s) are comprehensively covered in <strong>DBATU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=BTBS201]

DBATU offers this course under the name Engineering mathematics-ii.
<ul><li><strong>89 Video Learning Outcomes</strong> attained across<strong> 36 topics</strong> taught over <strong>23 hours</strong> of instruction.</li><li>Total duration of course: <strong>23 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,GGSIPU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>ETMA-102</strong> paper code(s) are comprehensively covered in <strong>GGSIPU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=ETMA-102]

GGSIPU offers this course under the name Applied mathematics-ii.
<ul><li><strong>96 Video Learning Outcomes</strong> attained across<strong> 37 topics</strong> taught over <strong>23 hours</strong> of instruction.</li><li>Total duration of course: <strong>23 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,GTU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>3110015</strong> paper code(s) are comprehensively covered in <strong>GTU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=3110015]

GTU offers this course under the name Mathematics-ii.
<ul><li><strong>129 Video Learning Outcomes</strong> attained across<strong> 54 topics</strong> taught over <strong>36 hours</strong> of instruction.</li><li>Total duration of course: <strong>36 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,IKGPTU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>BTAM204-18</strong> paper code(s) are comprehensively covered in <strong>IKGPTU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=BTAM204-18]

IKGPTU offers this course under the name Maths-ii.
<ul><li><strong>71 Video Learning Outcomes</strong> attained across<strong> 30 topics</strong> taught over <strong>21 hours</strong> of instruction.</li><li>Total duration of course: <strong>21 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,JCBUST,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>BSC106A, BSC106B, BSC106C, BSC106D and BSC106E</strong> paper code(s) are comprehensively covered in <strong>JCBUST-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=BSC106A]

JCBUST offers this course under the name Mathematics ii (calculus, ordinary differential equations and complex variable).
<ul><li><strong>131 Video Learning Outcomes</strong> attained across<strong> 49 topics</strong> taught over <strong>32 hours</strong> of instruction.</li><li>Total duration of course: <strong>32 hours</strong></li></ul>[tabby title=BSC106B]

JCBUST offers this course under the name Mathematics ii (differential equations).
<ul><li><strong>95 Video Learning Outcomes</strong> attained across<strong> 40 topics</strong> taught over <strong>28 hours</strong> of instruction.</li><li>Total duration of course: <strong>28 hours</strong></li></ul>[tabby title=BSC106C]

JCBUST offers this course under the name Mathematics ii (linear algebra, transform calculus and numerical methods).
<ul><li><strong>98 Video Learning Outcomes</strong> attained across<strong> 40 topics</strong> taught over <strong>72 hours</strong> of instruction.</li><li>Total duration of course: <strong>72 hours</strong></li></ul>[tabby title=BSC106D]

JCBUST offers this course under the name Mathematics i1 (calculus, ordinary differential equations and
complex variable).
<ul><li><strong>129 Video Learning Outcomes</strong> attained across<strong> 48 topics</strong> taught over <strong>31 hours</strong> of instruction.</li><li>Total duration of course: <strong>31 hours</strong></li></ul>[tabby title=BSC106E]

JCBUST offers this course under the name Mathematics ii (probability and statistics).
<ul><li><strong>29 Video Learning Outcomes</strong> attained across<strong> 12 topics</strong> taught over <strong>7 hours</strong> of instruction.</li><li>Total duration of course: <strong>7 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,MAKAUT,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>BS-M201 and BS-M202</strong> paper code(s) are comprehensively covered in <strong>MAKAUT-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=BS-M201]

MAKAUT offers this course under the name Mathematics-iia.
<ul><li><strong>29 Video Learning Outcomes</strong> attained across<strong> 12 topics</strong> taught over <strong>7 hours</strong> of instruction.</li><li>Total duration of course: <strong>7 hours</strong></li></ul>[tabby title=BS-M202]

MAKAUT offers this course under the name Mathematics-iib.
<ul><li><strong>137 Video Learning Outcomes</strong> attained across<strong> 52 topics</strong> taught over <strong>33 hours</strong> of instruction.</li><li>Total duration of course: <strong>33 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,MRSPTU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>BMAT0-201</strong> paper code(s) are comprehensively covered in <strong>MRSPTU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=BMAT0-201]

MRSPTU offers this course under the name Mathematics-ii.
<ul><li><strong>93 Video Learning Outcomes</strong> attained across<strong> 39 topics</strong> taught over <strong>27 hours</strong> of instruction.</li><li>Total duration of course: <strong>27 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,RGPV,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>BT202</strong> paper code(s) are comprehensively covered in <strong>RGPV-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=BT202]

RGPV offers this course under the name Mathematics-ii.
<ul><li><strong>104 Video Learning Outcomes</strong> attained across<strong> 39 topics</strong> taught over <strong>24 hours</strong> of instruction.</li><li>Total duration of course: <strong>24 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
Engineering Math 2,RTU,"<button class=""single_add_to_cart_button button alt"" style=""font-family: 'Open Sans'; font-size: .8em;"" onclick=""window.open('https://enlp.in/login/index.php', '_blank'); return false;"">View Sample Course</button>
 <strong>Username</strong>: <i>v2lbt-math2</i>; <strong>Password</strong>: <i>v2lbt-math2</i>

<strong>2FY2-01</strong> paper code(s) are comprehensively covered in <strong>RTU-Engineering Math 2</strong> course.
Check out your complete syllabus coverage in <a href=""https://cc.2learn.in/btech"" target=""_blank"">Curriculum Coverage Plan (CCP)</a>.

[tabby title=2FY2-01]

RTU offers this course under the name Engineering mathematics-ii .
<ul><li><strong>128 Video Learning Outcomes</strong> attained across<strong> 53 topics</strong> taught over <strong>36 hours</strong> of instruction.</li><li>Total duration of course: <strong>36 hours</strong></li></ul>[tabbyending]

V2L courses enjoy a finely granulated hierarchy organised by Units, Sections, Topics, Video Learning Modules (VLM) and Concept Learning Outcomes (CLO).

A CLO is a statement of what a student should expect to recall, solve or perform upon its completion.

Course Faculty carry several years of teaching and industry experience. The lessons are taught systematically, and delivered in simple, lucid language and manner. Courses are designed to inculcate a clear understanding of subject-concepts and enable students to gain theoretical and practical insights.
"
